property_type,num_beds,size_sqft,floor_level,furnishing,lat,lng,subzone,planning_area,price,years_left,dist_from_changi_airport,dist_from_cbd,dist_from_nearest_mall,dist_from_nearest_sschool,dist_from_nearest_pschool,dist_from_nearest_comm,dist_from_nearest_mrt
hdb,3,1000,high,unfurnished,1.3724805999999998,103.74430928109535,keat hong,choa chu kang,588000.0,94,27.22,15.43,0.54,0.98,0.66,4.38,1.42
hdb,2,721,unknown,unspecified,1.37934235,103.83673565324888,yio chu kang west,ang mo kio,388500.0,57,17.06,10.68,1.31,0.61,0.63,3.21,0.69
condo,1,527,unknown,unspecified,1.29410615,103.83673469533848,institution hill,river valley,1645400.0,1002,18.29,1.99,0.53,0.87,1.44,1.53,0.73
condo,3,1098,unknown,unspecified,1.37629965,103.95984432488284,pasir ris park,pasir ris,1365000.0,91,3.8,15.81,0.59,0.4,0.48,1.81,1.23
condo,3,1055,unknown,unfurnished,1.3124025,103.84117158557598,moulmein,novena,2857000.0,100,17.14,3.35,0.6,0.99,0.76,0.88,0.35
hdb,3,969,unknown,partial,1.28841695,103.81736736038012,redhill,bukit merah,879900.0,82,20.52,3.83,1.13,0.56,0.38,1.45,0.15
condo,2,635,unknown,unfurnished,1.3443339,103.8786904,upper paya lebar,serangoon,1545600.0,999,12.3,7.33,0.99,0.34,0.34,1.04,0.26
condo,2,2068,top,partial,1.3145673,103.83687315,goodwood park,newton,3465000.0,976,17.53,3.76,0.81,0.58,0.5,0.94,0.28
condo,4,1959,unknown,fully,1.29142015,103.84426811480154,clarke quay,singapore river,5599600.0,103,17.64,1.15,0.34,0.98,1.06,0.85,0.12
landed,5,5950,unknown,unspecified,1.3233131,103.84296299566329,balestier,novena,9114000.0,975,16.63,4.46,0.29,0.86,0.31,0.37,0.33
hdb,4,1292,unknown,unspecified,1.37795705,103.88896757025896,trafalgar,hougang,627900.0,74,11.3,11.2,0.18,0.41,0.39,1.49,0.71
landed,5,11200,unknown,unspecified,1.2487474,103.8401255,sentosa,southern islands,38325000.0,84,20.43,4.09,2.58,3.66,2.99,4.5,2.77
hdb,3,1044,unknown,unspecified,1.42266925,103.84415773091727,yishun east,yishun,577500.0,89,17.6,15.36,0.59,0.17,0.43,2.92,1.26
condo,2,861,unknown,unspecified,1.29142015,103.84426811480154,clarke quay,singapore river,2520000.0,103,17.64,1.15,0.34,0.98,1.06,0.85,0.12
hdb,4,1604,unknown,unspecified,1.37699505,103.94291172086996,pasir ris west,pasir ris,942900.0,72,5.51,14.47,0.2,1.24,0.87,1.39,0.83
condo,3,1216,low,unfurnished,1.26522915,103.81751884226044,maritime square,bukit merah,3099600.0,102,21.59,4.31,0.29,1.4,1.3,2.86,0.45
hdb,3,1001,unknown,unspecified,1.3159003,103.86077824070716,bendemeer,kallang,974400.0,94,14.94,3.68,0.7,0.95,0.75,1.99,0.35
condo,3,861,unknown,partial,1.3306509,103.7670572,sunset way,clementi,1764000.0,1001,24.82,10.72,1.54,1.75,0.76,2.21,1.49
hdb,3,1012,unknown,unspecified,1.4024843,103.90755895496648,waterway east,punggol,617400.0,89,10.28,14.52,0.63,0.17,0.24,1.08,1.41
condo,3,936,low,fully,1.43200585,103.80079993797892,woodlands south,woodlands,1207500.0,94,22.45,17.32,0.77,0.45,0.44,1.68,0.95
hdb,3,990,unknown,unspecified,1.3745033,103.7434393058213,keat hong,choa chu kang,577500.0,93,27.33,15.65,0.33,0.95,0.41,4.58,1.21
condo,3,1076,unknown,unfurnished,1.4349279,103.8452818,yishun east,yishun,1392300.0,104,18.09,16.71,1.25,0.52,0.79,3.7,1.29
landed,5,7535,unknown,partial,1.3862854,103.9376076,pasir ris wafer fab park,pasir ris,8925000.0,954,6.49,14.83,0.99,2.33,1.17,0.96,1.96
landed,5,5910,unknown,partial,1.31168995,103.7967188272167,leedon park,bukit timah,8799000.0,974,21.93,6.82,0.19,1.15,1.38,0.94,0.07
condo,2,678,unknown,unspecified,1.27421825,103.84600550482058,tanjong pagar,downtown core,1344000.0,87,18.34,1.23,0.32,1.66,0.7,1.68,0.26
landed,4,4717,unknown,unspecified,1.30062,103.892783,mountbatten,marine parade,8059800.0,1002,12.37,4.95,1.0,0.57,1.0,1.94,0.97
condo,3,1087,unknown,unspecified,1.3252767,103.9326308,bedok north,bedok,2168200.0,104,7.17,10.12,0.35,0.74,0.54,3.39,1.25
landed,4,1919,unknown,unspecified,1.3602446499999998,103.86511076372146,serangoon garden,serangoon,4494000.0,932,13.73,8.57,0.56,0.63,0.3,1.28,0.96
condo,3,1098,unknown,unspecified,1.3116278,103.79388546155636,holland drive,queenstown,3110600.0,102,22.24,7.1,0.18,1.32,1.23,0.71,0.29
hdb,4,1291,unknown,unspecified,1.3098306,103.8837509,aljunied,geylang,1059300.0,75,12.79,4.59,1.16,0.45,0.52,1.42,0.42
condo,3,1076,high,unfurnished,1.4011046500000002,103.9164636157126,waterway east,punggol,1396500.0,94,9.35,14.84,0.4,0.66,0.3,1.24,1.68
condo,4,1302,unknown,unfurnished,1.3005809,103.89939364290174,marine parade,marine parade,3299100.0,1001,11.75,5.64,0.41,0.89,0.54,2.05,1.45
hdb,2,688,unknown,unspecified,1.32157225,103.73692739888344,teban gardens,jurong east,367500.0,63,28.28,13.41,1.34,1.0,1.65,1.36,1.41
hdb,3,1098,unknown,unspecified,1.33972395,103.72080616992014,taman jurong,jurong west,554400.0,74,29.85,15.8,0.55,0.22,0.35,1.65,0.5
hdb,3,1141,unknown,unspecified,1.3483091,103.74530225855617,bukit batok central,bukit batok,556500.0,61,27.08,13.79,0.48,0.51,0.5,1.98,0.48
hdb,3,1001,unknown,unspecified,1.3195394500000002,103.76413876822087,clementi north,clementi,1039500.0,93,25.32,10.49,0.53,0.5,0.49,2.08,0.5
condo,4,1130,unknown,fully,1.3997054,103.89091928493724,anchorvale,sengkang,1470000.0,94,11.81,13.53,0.96,1.04,0.54,2.64,1.02
condo,3,1948,top,partial,1.2739587,103.84363531310518,anson,downtown core,7532700.0,103,18.58,1.41,0.43,1.54,0.46,1.86,0.37
hdb,2,732,unknown,unspecified,1.33745415,103.84249624883093,toa payoh west,toa payoh,740200.0,95,16.4,6.0,0.91,0.53,0.47,0.83,0.26
hdb,3,1109,unknown,unspecified,1.37404505,103.9600543,pasir ris drive,pasir ris,561800.0,66,3.65,15.66,0.71,0.15,0.34,1.91,1.2
condo,2,689,unknown,unspecified,1.30010805,103.84667445597408,dhoby ghaut,museum,1862700.0,100,17.01,1.87,0.2,0.24,0.66,0.6,0.14
condo,2,1442,unknown,partial,1.3184467,103.801594,leedon park,bukit timah,2730000.0,982,21.24,6.74,1.1,0.89,0.78,1.84,0.65
hdb,4,1600,unknown,unspecified,1.35037275,103.74339059383058,bukit batok west,bukit batok,1050000.0,61,27.29,14.09,0.65,0.37,0.29,2.05,0.7
condo,4,1313,unknown,unspecified,1.4349279,103.8452818,yishun east,yishun,1688400.0,104,18.09,16.71,1.25,0.52,0.79,3.7,1.29
condo,1,474,unknown,unspecified,1.3859375,103.8344656879244,tagore,ang mo kio,995400.0,103,17.42,11.44,2.01,1.03,0.79,3.17,0.15
condo,4,1528,unknown,unspecified,1.44002835,103.82774103667388,sembawang springs,sembawang,2169300.0,103,20.08,17.46,0.37,0.51,0.88,3.8,0.4
condo,5,1475,unknown,unspecified,1.369097,103.833145230925,shangri-la,ang mo kio,3329600.0,103,17.33,9.64,1.46,0.29,0.58,2.62,0.46
condo,1,441,unknown,partial,1.3443339,103.8786904,upper paya lebar,serangoon,1007000.0,999,12.3,7.33,0.99,0.34,0.34,1.04,0.26
condo,2,754,unknown,unspecified,1.3767773,103.75628466953452,gombak,bukit batok,984900.0,94,25.93,14.75,0.59,0.71,0.62,4.35,0.63
hdb,3,1291,unknown,unspecified,1.4292432000000002,103.79358441220953,woodlands south,woodlands,577500.0,77,23.09,17.31,0.26,0.29,0.32,1.15,0.21
hdb,2,645,unknown,unspecified,1.3314357,103.88741163701457,macpherson,geylang,314000.0,44,11.61,6.6,1.53,1.17,0.83,1.62,0.42
condo,1,581,unknown,unfurnished,1.3123637,103.80327091227252,farrer court,bukit timah,1540400.0,1000,21.21,6.22,0.91,1.1,1.09,1.61,0.72
landed,5,5806,unknown,unspecified,1.2788952,103.84147365808892,chinatown,outram,9450000.0,945,18.53,1.24,0.52,0.95,0.38,1.69,0.22
landed,7,5762,unknown,unspecified,1.3714661,103.8287593,sembawang hills,ang mo kio,5859000.0,957,17.84,10.0,1.89,0.56,0.67,3.14,0.87
hdb,3,990,unknown,unspecified,1.37481095,103.74262288457126,keat hong,choa chu kang,577500.0,93,27.43,15.74,0.34,0.87,0.35,4.59,1.18
hdb,3,915,high,partial,1.4034183,103.8964235,matilda,punggol,504000.0,80,11.43,14.13,0.72,0.42,0.28,1.91,1.3
hdb,3,1001,unknown,unspecified,1.40598685,103.89570929876886,matilda,punggol,630000.0,93,11.63,14.37,0.71,0.17,0.38,1.87,1.58
condo,1,409,unknown,fully,1.31093775,103.86123172844248,lavender,kallang,703500.0,990,15.07,3.18,0.32,1.5,0.9,2.04,0.36
hdb,3,1259,unknown,unspecified,1.3243306,103.8681608814266,geylang bahru,kallang,756000.0,51,13.88,4.84,0.81,0.83,0.41,2.4,0.51
hdb,3,102,unknown,unspecified,1.3518667,103.94711710194164,tampines east,tampines,575400.0,61,4.64,13.03,0.28,0.35,0.4,0.26,0.96
condo,3,1163,unknown,partial,1.3159611,103.836848,moulmein,novena,3386200.0,1000,17.49,3.9,0.77,0.43,0.37,0.86,0.42
condo,4,2637,ground,unspecified,1.3054042,103.8383543147737,cairnhill,newton,5250000.0,981,17.67,2.79,0.29,1.32,1.52,1.68,0.57
landed,6,7015,unknown,unspecified,1.3171727,103.922284,frankel,bedok,8998500.0,991,8.61,8.7,1.15,1.07,0.32,3.21,1.12
landed,7,3400,unknown,unspecified,1.3711581,103.7696485,dairy farm,bukit panjang,4095000.0,979,24.4,13.26,1.04,0.4,0.25,5.31,0.6
condo,3,1281,unknown,unspecified,1.2667184,103.811492599035,maritime square,bukit merah,2520000.0,88,22.11,4.84,0.98,1.67,1.11,2.43,0.48
condo,3,1216,unknown,partial,1.26522915,103.81751884226044,maritime square,bukit merah,2958900.0,102,21.59,4.31,0.29,1.4,1.3,2.86,0.45
landed,5,5813,unknown,unspecified,1.3252068,103.8084772,coronation road,bukit timah,10479000.0,957,20.35,6.61,2.17,0.56,0.48,2.91,0.25
condo,4,1163,unknown,fully,1.37653765,103.75047604736054,keat hong,choa chu kang,942900.0,95,26.57,15.2,0.58,0.78,0.88,4.36,1.19
condo,4,1711,unknown,unspecified,1.3292988,103.8401033,mount pleasant,novena,3202500.0,975,16.8,5.17,0.48,0.48,0.49,0.97,0.88
hdb,3,1119,unknown,unspecified,1.4156369999999998,103.8366929264328,yishun south,yishun,551200.0,65,18.07,14.66,0.58,0.16,0.22,3.42,0.46
hdb,3,990,unknown,unspecified,1.31474555,103.76750914685248,clementi north,clementi,567000.0,55,25.04,9.95,0.27,0.63,0.17,2.06,0.26
hdb,2,731,unknown,unspecified,1.3100457,103.7844896017217,ghim moh,queenstown,787500.0,94,23.3,7.99,0.56,0.91,0.78,0.74,0.67
condo,3,1421,unknown,unspecified,1.3282254,103.84154282973871,balestier,novena,2919000.0,990,16.67,5.02,0.29,0.51,0.43,0.89,0.82
condo,3,1076,unknown,unspecified,1.31064045,103.85214926006608,kampong java,kallang,2452800.0,103,16.03,2.95,0.41,1.28,0.25,1.42,0.4
hdb,3,958,mid,partial,1.2894586,103.82869507914546,bukit ho swee,bukit merah,1155000.0,90,19.31,2.61,0.37,0.59,0.55,2.52,0.41
condo,1,527,unknown,unspecified,1.29773195,103.8559134735316,bugis,downtown core,1632800.0,101,16.17,1.6,0.06,0.82,0.46,0.65,0.3
condo,2,797,unknown,unspecified,1.3116278,103.79388546155636,holland drive,queenstown,2120000.0,102,22.24,7.1,0.18,1.32,1.23,0.71,0.29
hdb,2,721,high,partial,1.3322647,103.84540552600808,toa payoh central,toa payoh,399000.0,48,16.17,5.39,0.35,0.29,0.35,0.32,0.24
hdb,3,1475,high,unspecified,1.3768801,103.87915027839009,trafalgar,hougang,840000.0,76,12.35,10.73,0.13,0.38,0.27,2.56,1.6
landed,5,3325,unknown,unspecified,1.3475397,103.8817369,tai seng,hougang,3483900.0,76,11.93,7.8,0.75,0.51,0.44,1.13,0.58
hdb,3,889,unknown,unspecified,1.31847775,103.76676684948336,clementi north,clementi,522900.0,57,25.05,10.17,0.47,0.62,0.27,2.39,0.41
hdb,4,1302,unknown,unspecified,1.4328720499999998,103.78673695819816,woodgrove,woodlands,702000.0,74,23.95,17.98,0.25,0.74,0.11,0.43,0.38
hdb,3,968,unknown,unspecified,1.32102525,103.9015066571163,geylang east,geylang,838800.0,83,10.49,6.92,0.85,0.72,0.53,0.95,0.24
condo,4,4069,penthouse,unspecified,1.23962095,103.83771301051394,sentosa,southern islands,13440000.0,88,21.25,5.13,3.19,4.44,4.01,5.54,3.37
condo,4,4756,high,unfurnished,1.2438067,103.84229522949894,sentosa,southern islands,15225000.0,87,20.56,4.55,3.13,4.26,3.55,4.94,3.32
hdb,3,1001,unknown,unspecified,1.3949801,103.9107893,punggol field,punggol,609000.0,94,9.58,13.94,0.24,0.32,0.2,1.81,1.74
hdb,2,732,high,unspecified,1.3610383,103.75066154498248,hong kah north,bukit batok,399000.0,64,26.47,14.09,1.22,0.39,0.36,3.48,0.3
condo,4,1356,unknown,unspecified,1.3404645,103.88373309629344,joo seng,toa payoh,2430800.0,103,11.81,7.21,1.56,0.16,0.68,1.74,0.46
landed,6,3700,unknown,unspecified,1.3870489,103.872999,seletar hills,serangoon,6825000.0,990,13.26,11.65,0.4,0.71,0.35,1.43,2.29
condo,2,614,unknown,partial,1.3011036,103.8985419,marine parade,marine parade,1575000.0,998,11.8,5.57,0.42,0.81,0.51,1.97,1.34
hdb,4,1550,unknown,unspecified,1.3446019,103.76067726025718,bukit batok south,bukit batok,976500.0,74,25.39,12.13,1.41,0.95,0.48,2.36,1.33
condo,3,936,unknown,partial,1.310429,103.80282102340084,leedon park,bukit timah,2236500.0,1002,21.31,6.16,0.84,0.88,1.22,1.48,0.74
condo,3,1023,high,partial,1.3707342,103.759633,gombak,bukit batok,1522500.0,101,25.51,14.02,0.92,0.7,1.06,4.92,0.54
hdb,3,1187,unknown,unspecified,1.39076085,103.8855710327449,anchorvale,sengkang,648900.0,79,12.03,12.41,0.81,0.5,0.2,2.51,1.11
condo,4,1539,unknown,partial,1.35497695,103.96740285366717,flora drive,pasir ris,2047500.0,91,2.36,15.11,1.36,0.74,0.65,1.56,1.43
hdb,4,1334,unknown,unspecified,1.3211398,103.93625286222648,bedok south,bedok,1038300.0,72,7.07,10.29,0.88,0.24,0.37,3.57,1.31
condo,2,700,unknown,unspecified,1.35596235,103.7411049879584,brickworks,bukit batok,1365000.0,97,27.53,14.64,1.12,0.84,0.73,2.53,1.21
condo,3,1130,unknown,unfurnished,1.316643,103.85763,lavender,kallang,2248000.0,1000,15.25,3.68,0.61,0.92,0.58,1.63,0.5
landed,4,2243,unknown,unspecified,1.31322485,103.8231936803604,nassim,tanglin,4725000.0,978,19.04,4.52,0.93,1.12,1.46,2.37,0.82
condo,3,1109,high,partial,1.3306509,103.7670572,sunset way,clementi,2441200.0,1001,24.82,10.72,1.54,1.75,0.76,2.21,1.49
hdb,2,1194,unknown,unspecified,1.4403221,103.7998368,woodlands east,woodlands,651000.0,77,22.9,18.22,0.16,0.48,0.3,1.54,0.13
hdb,3,1603,unknown,unspecified,1.3527591,103.95916099860328,tampines east,tampines,787500.0,72,3.3,14.2,1.34,0.33,0.31,1.35,0.63
condo,3,947,ground,unspecified,1.3695733,103.8278767610532,sembawang hills,ang mo kio,1837500.0,996,17.92,9.83,1.69,0.39,0.87,3.07,0.89
condo,3,1012,unknown,unspecified,1.29314065,103.83767042389816,institution hill,river valley,2887500.0,98,18.23,1.84,0.63,0.76,1.53,1.44,0.74
condo,2,700,unknown,unfurnished,1.3443339,103.8786904,upper paya lebar,serangoon,1643200.0,999,12.3,7.33,0.99,0.34,0.34,1.04,0.26
condo,3,1066,unknown,unspecified,1.2985638,103.88440785352569,tanjong rhu,kallang,2591400.0,993,13.29,4.01,0.96,0.29,1.47,2.39,0.87
condo,2,657,mid,partial,1.2960917,103.8108346,margaret drive,queenstown,1438500.0,98,20.9,4.72,1.04,0.4,0.33,1.2,0.56
hdb,3,1238,unknown,unspecified,1.33602935,103.93816452359518,bedok reservoir,bedok,629000.0,77,6.08,11.24,1.46,0.34,0.41,2.05,0.66
hdb,3,1001,unknown,unspecified,1.41833035,103.84202100681084,yishun south,yishun,551200.0,93,17.63,14.9,0.09,0.45,0.36,2.93,1.01
condo,4,1959,unknown,unspecified,1.29142015,103.84426811480154,clarke quay,singapore river,5586000.0,103,17.64,1.15,0.34,0.98,1.06,0.85,0.12
condo,3,1066,high,unspecified,1.29841635,103.85717773862802,bugis,downtown core,3304400.0,101,16.01,1.72,0.17,0.95,0.6,0.81,0.28
hdb,2,721,unknown,unspecified,1.3281235,103.7248259,taman jurong,jurong west,577500.0,91,29.52,14.92,0.9,0.26,1.36,1.26,1.8
condo,3,2217,unknown,unspecified,1.31503315,103.77729861660538,ulu pandan,bukit timah,4179000.0,962,23.97,8.94,1.36,0.48,0.8,1.54,0.43
hdb,4,1679,unknown,unspecified,1.37188985,103.87410002652452,serangoon north,serangoon,1029000.0,69,12.83,10.05,0.73,0.41,0.16,2.29,1.78
hdb,2,785,unknown,unspecified,1.34729025,103.93649422456208,tampines west,tampines,435800.0,61,5.89,11.77,0.8,0.35,0.29,1.17,0.29
condo,2,829,unknown,unspecified,1.3178829,103.90317670322858,geylang east,geylang,1869000.0,99,10.46,6.87,1.0,1.08,0.63,1.08,0.21
condo,2,721,unknown,unspecified,1.3578738,103.9695628,changi west,changi,1131900.0,1000,2.1,15.48,1.14,0.95,1.01,1.94,1.67
condo,1,840,unknown,unspecified,1.3051724,103.78833649436824,one north,queenstown,1312500.0,88,23.01,7.41,0.06,0.58,0.57,0.24,0.26
hdb,3,1076,unknown,unspecified,1.32272955,103.8683187988371,geylang bahru,kallang,787500.0,75,13.92,4.68,0.98,0.89,0.36,2.49,0.4
hdb,3,893,unknown,unspecified,1.29587985,103.80946052594598,margaret drive,queenstown,840000.0,93,21.06,4.86,0.93,0.51,0.18,1.09,0.4
landed,5,4607,unknown,unspecified,1.319683,103.834005,malcolm,novena,6195000.0,990,17.69,4.4,1.1,0.23,0.16,1.05,0.89
condo,3,1453,unknown,unspecified,1.29988105,103.88811428633838,mountbatten,marine parade,3375800.0,101,12.86,4.44,1.31,0.66,1.26,2.11,0.94
hdb,2,807,unknown,unspecified,1.37703,103.8383289,kebun bahru,ang mo kio,441000.0,57,16.85,10.4,1.02,0.45,0.55,3.1,0.65
hdb,3,1216,unknown,unspecified,1.4180438,103.8405602,yishun south,yishun,798000.0,93,17.77,14.88,0.08,0.36,0.29,3.07,0.85
condo,2,840,unknown,unspecified,1.3027702,103.8694351,tanjong rhu,kallang,2431800.0,100,14.57,2.89,0.38,1.45,1.36,2.25,0.66
condo,3,893,unknown,partial,1.2915204500000002,103.80511320990595,mei chin,queenstown,2100000.0,99,21.67,5.23,0.31,0.94,0.58,0.46,0.35
condo,2,656,mid,partial,1.3252767,103.9326308,bedok north,bedok,1343000.0,104,7.17,10.12,0.35,0.74,0.54,3.39,1.25
landed,5,4850,unknown,partial,1.3307918,103.7577266,toh tuck,clementi,6037500.0,990,25.85,11.65,1.29,1.74,1.26,1.19,1.74
hdb,3,1001,unknown,unspecified,1.3949801,103.9107893,punggol field,punggol,609000.0,94,9.58,13.94,0.24,0.32,0.2,1.81,1.74
landed,4,2370,unknown,unspecified,1.3577558,103.759279,hillview,bukit batok,4935000.0,979,25.51,13.11,0.84,0.85,0.69,3.55,0.84
hdb,2,732,unknown,unspecified,1.3753714,103.85369875711666,cheng san,ang mo kio,407400.0,57,15.13,10.11,0.73,0.22,0.38,2.21,0.76
hdb,2,721,unknown,unspecified,1.32937645,103.88806363366714,macpherson,geylang,609000.0,93,11.6,6.47,1.29,1.31,0.76,1.38,0.38
condo,2,1173,penthouse,unfurnished,1.3454843,103.8648229,lorong chuan,serangoon,1575000.0,993,13.83,6.97,0.99,0.61,0.54,1.05,0.67
hdb,3,1001,low,unfurnished,1.36833335,103.85853452668768,chong boon,ang mo kio,819000.0,95,14.51,9.37,0.82,0.74,0.75,2.25,1.01
landed,4,2899,unknown,unspecified,1.3088154,103.91300025781884,frankel,bedok,6735800.0,980,9.98,7.38,0.97,0.45,0.36,2.4,1.35
condo,4,1130,unknown,unspecified,1.3131859,103.8996932,geylang east,geylang,2466100.0,1002,11.03,6.27,0.58,0.6,0.35,0.88,0.83
hdb,3,1614,unknown,unspecified,1.3511881,103.9423867443656,tampines east,tampines,1029000.0,61,5.18,12.56,0.21,0.27,0.19,0.38,0.77
hdb,3,1001,unknown,unspecified,1.4184416,103.8427206682858,yishun south,yishun,535500.0,93,17.56,14.91,0.16,0.39,0.39,2.86,1.09
hdb,2,786,unknown,unspecified,1.3499039,103.7569868515528,bukit batok east,bukit batok,409500.0,62,25.78,12.8,0.86,0.59,0.51,2.66,0.83
landed,3,2300,unknown,unfurnished,1.2781886,103.7904108,pasir panjang 2,queenstown,4074000.0,968,23.72,6.82,1.32,2.66,2.06,1.4,0.24
condo,4,7987,unknown,unspecified,1.2426201,103.83682090290966,sentosa,southern islands,12834200.0,87,21.13,4.85,2.86,4.1,3.68,5.26,3.04
hdb,3,1184,unknown,unspecified,1.2809001,103.82836302704592,tiong bahru,bukit merah,1155000.0,79,19.73,2.59,0.61,0.78,0.45,2.77,0.6
landed,7,8467,unknown,unspecified,1.3597783,103.762616,hillview,bukit batok,9324000.0,979,25.14,12.97,0.45,1.16,0.96,3.91,0.61
condo,2,775,unknown,unspecified,1.3087662,103.8090654,ridout,tanglin,2510200.0,1000,20.68,5.46,1.55,1.08,1.34,2.13,0.98
condo,2,614,low,unspecified,1.3123637,103.80327091227252,farrer court,bukit timah,1911000.0,1000,21.21,6.22,0.91,1.1,1.09,1.61,0.72
landed,4,4000,unknown,unspecified,1.2906254,103.8059575,mei chin,queenstown,9240000.0,962,21.62,5.12,0.24,0.88,0.63,0.39,0.43
landed,8,11515,unknown,unspecified,1.3173555,103.9158985,frankel,bedok,19740000.0,991,9.22,8.07,1.7,0.99,0.27,2.49,0.52
hdb,3,1108,unknown,unspecified,1.35229245,103.8784021561034,lorong ah soo,hougang,682500.0,74,12.26,8.13,0.16,0.63,0.77,0.69,0.65
condo,4,2550,unknown,unspecified,1.2667184,103.811492599035,maritime square,bukit merah,6510000.0,88,22.11,4.84,0.98,1.67,1.11,2.43,0.48
landed,5,8000,unknown,unspecified,1.3598047,103.7587646,hillview,bukit batok,8925000.0,988,25.56,13.3,0.74,0.96,0.82,3.75,0.79
condo,4,1313,unknown,unspecified,1.3764684,103.95838382184004,pasir ris park,pasir ris,1604400.0,93,3.95,15.69,0.43,0.41,0.42,1.95,1.08
landed,5,7010,unknown,unspecified,1.46136225,103.83614823161346,sembawang straits,sembawang,6594000.0,984,20.47,19.69,2.11,2.58,1.84,4.14,2.15
condo,4,1281,high,partial,1.3087662,103.8090654,ridout,tanglin,3245400.0,1001,20.68,5.46,1.55,1.08,1.34,2.13,0.98
hdb,3,990,mid,partial,1.3246722000000002,103.9397959161168,bedok south,bedok,546000.0,55,6.52,10.81,1.15,0.42,0.23,3.05,0.78
condo,1,495,unknown,unspecified,1.28617715,103.83955002171584,pearl's hill,outram,1374900.0,102,18.36,1.35,0.39,0.27,1.15,1.62,0.66
hdb,3,990,unknown,unspecified,1.4449861,103.77344907321093,north coast,woodlands,420000.0,57,25.81,19.81,1.46,0.89,1.2,1.71,1.38
hdb,4,1292,unknown,unspecified,1.399258,103.88873808620733,anchorvale,sengkang,890400.0,94,12.02,13.41,1.06,1.07,0.49,2.69,1.12
hdb,3,979,unknown,unspecified,1.34736765,103.7253432949302,hong kah,jurong west,504000.0,62,29.3,15.69,1.4,0.19,0.42,1.79,0.6
hdb,3,1302,low,partial,1.33741765,103.92313909824176,bedok reservoir,bedok,714000.0,57,7.6,9.93,1.44,0.41,0.29,3.01,0.65
hdb,3,1291,unknown,unspecified,1.36216395,103.74634012337916,hong kah north,bukit batok,588000.0,63,26.95,14.55,1.38,0.25,0.38,3.37,0.72
condo,2,700,unknown,unspecified,1.28301625,103.83988698554164,pearl's hill,outram,2052800.0,100,18.48,1.29,0.33,0.47,0.8,1.68,0.31
hdb,3,1022,unknown,unspecified,1.3866844,103.75977167010612,senja,bukit panjang,543900.0,81,25.65,15.27,0.7,0.18,0.36,3.34,0.8
landed,5,2600,unknown,unspecified,1.3088416,103.90913525,frankel,bedok,4725000.0,965,10.34,6.98,0.6,0.88,0.33,2.02,1.38
condo,1,366,low,unspecified,1.309524,103.91182396623154,frankel,bedok,787500.0,992,10.05,7.29,0.89,0.59,0.36,2.25,1.28
condo,4,1389,unknown,unfurnished,1.2937442,103.8466319,fort canning,museum,4038000.0,1002,17.29,1.21,0.4,0.69,0.7,0.48,0.29
condo,3,1399,unknown,partial,1.2963944,103.89101386970906,mountbatten,marine parade,4193100.0,1001,12.78,4.61,1.4,1.02,1.44,2.42,1.36
condo,2,689,unknown,unspecified,1.3443339,103.8786904,upper paya lebar,serangoon,1663200.0,999,12.3,7.33,0.99,0.34,0.34,1.04,0.26
hdb,2,688,high,unspecified,1.33827375,103.8585026173081,pei chun,toa payoh,294000.0,58,14.62,6.06,1.31,0.79,0.32,1.31,1.32
hdb,3,990,high,unfurnished,1.38754915,103.75832992085888,senja,bukit panjang,617400.0,92,25.83,15.45,0.82,0.19,0.49,3.21,0.94
condo,6,2368,unknown,fully,1.3301905,103.86839715220862,potong pasir,toa payoh,2940000.0,89,13.7,5.45,0.16,0.3,0.36,2.26,0.17
hdb,4,1291,unknown,unspecified,1.3997063,103.88879840590312,anchorvale,sengkang,735000.0,94,12.03,13.46,1.09,1.12,0.53,2.67,1.16
hdb,2,721,unknown,unspecified,1.31699755,103.77016231851424,clementi north,clementi,372800.0,56,24.71,9.76,0.63,0.55,0.27,2.07,0.59
condo,5,1593,unknown,unfurnished,1.4349279,103.8452818,yishun east,yishun,2078000.0,104,18.09,16.71,1.25,0.52,0.79,3.7,1.29
condo,4,1722,unknown,unspecified,1.2963944,103.89101386970906,mountbatten,marine parade,4780200.0,1001,12.78,4.61,1.4,1.02,1.44,2.42,1.36
hdb,3,990,unknown,unspecified,1.32753285,103.93808269444034,bedok north,bedok,627900.0,55,6.52,10.78,0.96,0.58,0.39,2.94,0.92
condo,3,990,unknown,unspecified,1.3087662,103.8090654,ridout,tanglin,2633300.0,1001,20.68,5.46,1.55,1.08,1.34,2.13,0.98
condo,1,474,unknown,unfurnished,1.2810069,103.79025729826698,pasir panjang 2,queenstown,923000.0,101,23.63,6.82,1.47,2.38,2.13,1.09,0.54
hdb,3,990,unknown,unspecified,1.37675445,103.74817849298924,keat hong,choa chu kang,554400.0,94,26.83,15.41,0.42,0.84,0.7,4.35,1.04
condo,3,1647,unknown,unspecified,1.3533168,103.7896255,central water catchment,central water catchment,3494400.0,101,22.13,10.31,1.72,2.86,2.25,5.18,2.05
condo,4,1464,unknown,unspecified,1.3171376,103.75970123067364,faber,clementi,2929500.0,100,25.85,10.85,0.61,0.29,0.49,1.81,0.65
condo,4,1500,unknown,unfurnished,1.3859375,103.8344656879244,tagore,ang mo kio,3675000.0,103,17.42,11.44,2.01,1.03,0.79,3.17,0.15
landed,4,3300,unknown,unspecified,1.3984410500000002,103.82216494435492,springleaf,yishun,5124000.0,986,19.05,13.07,3.05,2.5,2.3,4.45,0.49
